"site","year","plot","totcov","symbol","aerial_cover","block","paddock","drought","grazing_category","grazing_treatment","livestock_util_2019","livestock_util_2020","livestock_util_2021","rel_brome_cov"
"FK",2020,29,83.5,"BRTE",0.5,"2","2",0,"MMMMM","stable",50,50,50,0.598802395209581
"FK",2020,30,75.5,"BRAR",30,"2","2",25,"MMMMM","stable",50,50,50,39.7350993377483
"FK",2020,30,75.5,"BRTE",0,"2","2",25,"MMMMM","stable",50,50,50,0
"FK",2020,31,52.5,"BRAR",20,"2","3",99,"HHMMM","heavy",70,70,50,38.0952380952381
"FK",2020,31,52.5,"BRTE",0.5,"2","3",99,"HHMMM","heavy",70,70,50,0.952380952380952
"FK",2020,32,89,"BRAR",32,"2","3",25,"HHMMM","heavy",70,70,50,35.9550561797753
"FK",2020,32,89,"BRTE",0,"2","3",25,"HHMMM","heavy",70,70,50,0
"FK",2020,33,83,"BRAR",30,"2","3",75,"HHMMM","heavy",70,70,50,36.144578313253
"FK",2020,33,83,"BRTE",0,"2","3",75,"HHMMM","heavy",70,70,50,0
"FK",2020,34,76,"BRAR",30,"2","3",0,"HHMMM","heavy",70,70,50,39.4736842105263
"FK",2020,34,76,"BRTE",0,"2","3",0,"HHMMM","heavy",70,70,50,0
"FK",2020,35,72,"BRAR",50,"2","3",50,"HHMMM","heavy",70,70,50,69.4444444444444
"FK",2020,35,72,"BRTE",0,"2","3",50,"HHMMM","heavy",70,70,50,0
"FK",2020,36,86,"BRAR",25,"2","3",0,"HHMMM","heavy",70,70,50,29.0697674418605
"FK",2020,36,86,"BRTE",0,"2","3",0,"HHMMM","heavy",70,70,50,0
"FK",2020,37,89.5,"BRAR",60,"3","1",75,"MLLMM","destock",50,30,30,67.0391061452514
"FK",2020,37,89.5,"BRTE",7,"3","1",75,"MLLMM","destock",50,30,30,7.82122905027933
"FK",2020,38,76.5,"BRAR",40,"3","1",25,"MLLMM","destock",50,30,30,52.2875816993464
"FK",2020,38,76.5,"BRTE",0,"3","1",25,"MLLMM","destock",50,30,30,0
"FK",2020,39,67.5,"BRAR",25,"3","1",0,"MLLMM","destock",50,30,30,37.037037037037
"FK",2020,39,67.5,"BRTE",0,"3","1",0,"MLLMM","destock",50,30,30,0
"FK",2020,40,65.5,"BRAR",25,"3","1",99,"MLLMM","destock",50,30,30,38.1679389312977
"FK",2020,40,65.5,"BRTE",25,"3","1",99,"MLLMM","destock",50,30,30,38.1679389312977
"FK",2020,41,70,"BRAR",19,"3","1",0,"MLLMM","destock",50,30,30,27.1428571428571
"FK",2020,41,70,"BRTE",0,"3","1",0,"MLLMM","destock",50,30,30,0
"FK",2020,42,78,"BRAR",35,"3","1",50,"MLLMM","destock",50,30,30,44.8717948717949
"FK",2020,42,78,"BRTE",0.5,"3","1",50,"MLLMM","destock",50,30,30,0.641025641025641
"FK",2020,43,84,"BRAR",35,"3","2",0,"MMMMM","stable",50,50,50,41.6666666666667
"FK",2020,43,84,"BRTE",10,"3","2",0,"MMMMM","stable",50,50,50,11.9047619047619
"FK",2020,44,68.5,"BRAR",35,"3","2",25,"MMMMM","stable",50,50,50,51.0948905109489
"FK",2020,44,68.5,"BRTE",0,"3","2",25,"MMMMM","stable",50,50,50,0
"FK",2020,45,95.5,"BRAR",25,"3","2",50,"MMMMM","stable",50,50,50,26.1780104712042
"FK",2020,45,95.5,"BRTE",55,"3","2",50,"MMMMM","stable",50,50,50,57.5916230366492
"FK",2020,46,70,"BRAR",45,"3","2",75,"MMMMM","stable",50,50,50,64.2857142857143
"FK",2020,46,70,"BRTE",0,"3","2",75,"MMMMM","stable",50,50,50,0
"FK",2020,47,57.5,"BRAR",40,"3","2",99,"MMMMM","stable",50,50,50,69.5652173913043
"FK",2020,47,57.5,"BRTE",0,"3","2",99,"MMMMM","stable",50,50,50,0
"FK",2020,48,81,"BRAR",50,"3","2",0,"MMMMM","stable",50,50,50,61.7283950617284
"FK",2020,48,81,"BRTE",0,"3","2",0,"MMMMM","stable",50,50,50,0
"FK",2020,49,89.5,"BRAR",40,"3","3",50,"HHMMM","heavy",70,70,50,44.6927374301676
"FK",2020,49,89.5,"BRTE",15,"3","3",50,"HHMMM","heavy",70,70,50,16.7597765363128
"FK",2020,50,83,"BRAR",45,"3","3",25,"HHMMM","heavy",70,70,50,54.2168674698795
"FK",2020,50,83,"BRTE",1,"3","3",25,"HHMMM","heavy",70,70,50,1.20481927710843
"FK",2020,51,46.5,"BRAR",23,"3","3",99,"HHMMM","heavy",70,70,50,49.4623655913978
"FK",2020,51,46.5,"BRTE",0,"3","3",99,"HHMMM","heavy",70,70,50,0
"FK",2020,52,81.5,"BRAR",35,"3","3",0,"HHMMM","heavy",70,70,50,42.9447852760736
"FK",2020,52,81.5,"BRTE",0,"3","3",0,"HHMMM","heavy",70,70,50,0
"FK",2020,53,71,"BRAR",32,"3","3",0,"HHMMM","heavy",70,70,50,45.0704225352113
"FK",2020,53,71,"BRTE",0,"3","3",0,"HHMMM","heavy",70,70,50,0
"FK",2020,54,61.5,"BRAR",20,"3","3",75,"HHMMM","heavy",70,70,50,32.520325203252
"FK",2020,54,61.5,"BRTE",0,"3","3",75,"HHMMM","heavy",70,70,50,0
"FK",2021,1,23.75,"BRAR",12,"1","1",75,"MMMMM","stable",50,50,50,50.5263157894737
"FK",2021,1,23.75,"BRTE",0.25,"1","1",75,"MMMMM","stable",50,50,50,1.05263157894737
"FK",2021,2,23.25,"BRAR",0.25,"1","1",99,"MMMMM","stable",50,50,50,1.0752688172043
"FK",2021,2,23.25,"BRTE",17,"1","1",99,"MMMMM","stable",50,50,50,73.1182795698925
"FK",2021,3,37.75,"BRAR",12,"1","1",0,"MMMMM","stable",50,50,50,31.7880794701987
"FK",2021,3,37.75,"BRTE",3,"1","1",0,"MMMMM","stable",50,50,50,7.94701986754967
"FK",2021,4,26.75,"BRAR",8,"1","1",0,"MMMMM","stable",50,50,50,29.9065420560748
"FK",2021,4,26.75,"BRTE",0.25,"1","1",0,"MMMMM","stable",50,50,50,0.934579439252336
"FK",2021,5,21.75,"BRAR",4,"1","1",50,"MMMMM","stable",50,50,50,18.3908045977011
"FK",2021,5,21.75,"BRTE",3,"1","1",50,"MMMMM","stable",50,50,50,13.7931034482759
"FK",2021,6,58.25,"BRAR",3,"1","1",25,"MMMMM","stable",50,50,50,5.15021459227468
"FK",2021,6,58.25,"BRTE",50,"1","1",25,"MMMMM","stable",50,50,50,85.8369098712446
"FK",2021,7,21.75,"BRAR",1,"1","2",0,"HHMMM","heavy",70,70,50,4.59770114942529
"FK",2021,7,21.75,"BRTE",2,"1","2",0,"HHMMM","heavy",70,70,50,9.19540229885057
"FK",2021,8,45.5,"BRAR",3,"1","2",75,"HHMMM","heavy",70,70,50,6.59340659340659
"FK",2021,8,45.5,"BRTE",40,"1","2",75,"HHMMM","heavy",70,70,50,87.9120879120879
"FK",2021,9,25,"BRAR",2,"1","2",0,"HHMMM","heavy",70,70,50,8
"FK",2021,9,25,"BRTE",6,"1","2",0,"HHMMM","heavy",70,70,50,24
"FK",2021,10,23,"BRAR",0.25,"1","2",99,"HHMMM","heavy",70,70,50,1.08695652173913
"FK",2021,10,23,"BRTE",12,"1","2",99,"HHMMM","heavy",70,70,50,52.1739130434783
"FK",2021,11,28.5,"BRAR",2,"1","2",50,"HHMMM","heavy",70,70,50,7.01754385964912
"FK",2021,11,28.5,"BRTE",10,"1","2",50,"HHMMM","heavy",70,70,50,35.0877192982456
"FK",2021,12,19.75,"BRAR",0.5,"1","2",25,"HHMMM","heavy",70,70,50,2.53164556962025
"FK",2021,12,19.75,"BRTE",10,"1","2",25,"HHMMM","heavy",70,70,50,50.6329113924051
"FK",2021,13,19.25,"BRAR",1,"1","3",50,"MLLMM","destock",50,30,30,5.19480519480519
"FK",2021,13,19.25,"BRTE",0.25,"1","3",50,"MLLMM","destock",50,30,30,1.2987012987013
"FK",2021,14,17.5,"BRAR",1,"1","3",75,"MLLMM","destock",50,30,30,5.71428571428571
"FK",2021,14,17.5,"BRTE",0.25,"1","3",75,"MLLMM","destock",50,30,30,1.42857142857143
"FK",2021,15,45,"BRAR",8,"1","3",0,"MLLMM","destock",50,30,30,17.7777777777778
"FK",2021,15,45,"BRTE",6,"1","3",0,"MLLMM","destock",50,30,30,13.3333333333333
"FK",2021,16,28.75,"BRAR",6,"1","3",25,"MLLMM","destock",50,30,30,20.8695652173913
"FK",2021,16,28.75,"BRTE",8,"1","3",25,"MLLMM","destock",50,30,30,27.8260869565217
"FK",2021,17,57,"BRAR",0.25,"1","3",0,"MLLMM","destock",50,30,30,0.43859649122807
"FK",2021,17,57,"BRTE",45,"1","3",0,"MLLMM","destock",50,30,30,78.9473684210526
"FK",2021,18,48,"BRAR",0.25,"1","3",99,"MLLMM","destock",50,30,30,0.520833333333333
"FK",2021,18,48,"BRTE",40,"1","3",99,"MLLMM","destock",50,30,30,83.3333333333333
"FK",2021,19,39.5,"BRAR",25,"2","1",50,"MLLMM","destock",50,30,30,63.2911392405063
"FK",2021,19,39.5,"BRTE",1,"2","1",50,"MLLMM","destock",50,30,30,2.53164556962025
"FK",2021,20,52.25,"BRAR",0.5,"2","1",0,"MLLMM","destock",50,30,30,0.956937799043062
"FK",2021,20,52.25,"BRTE",30,"2","1",0,"MLLMM","destock",50,30,30,57.4162679425837
"FK",2021,21,11.5,"BRAR",4,"2","1",99,"MLLMM","destock",50,30,30,34.7826086956522
"FK",2021,21,11.5,"BRTE",0.5,"2","1",99,"MLLMM","destock",50,30,30,4.34782608695652
"FK",2021,22,17,"BRAR",6,"2","1",75,"MLLMM","destock",50,30,30,35.2941176470588
"FK",2021,22,17,"BRTE",3,"2","1",75,"MLLMM","destock",50,30,30,17.6470588235294
"FK",2021,23,29.75,"BRAR",4,"2","1",0,"MLLMM","destock",50,30,30,13.4453781512605
"FK",2021,23,29.75,"BRTE",0,"2","1",0,"MLLMM","destock",50,30,30,0
"FK",2021,24,30,"BRAR",8,"2","1",25,"MLLMM","destock",50,30,30,26.6666666666667
"FK",2021,24,30,"BRTE",0.25,"2","1",25,"MLLMM","destock",50,30,30,0.833333333333333
"FK",2021,25,53.75,"BRAR",5,"2","2",0,"MMMMM","stable",50,50,50,9.30232558139535
"FK",2021,25,53.75,"BRTE",30,"2","2",0,"MMMMM","stable",50,50,50,55.8139534883721
"FK",2021,26,22,"BRAR",11,"2","2",75,"MMMMM","stable",50,50,50,50
"FK",2021,26,22,"BRTE",0.25,"2","2",75,"MMMMM","stable",50,50,50,1.13636363636364
"FK",2021,27,28.75,"BRAR",2,"2","2",50,"MMMMM","stable",50,50,50,6.95652173913043
"FK",2021,27,28.75,"BRTE",0.25,"2","2",50,"MMMMM","stable",50,50,50,0.869565217391304
"FK",2021,28,17.5,"BRAR",2,"2","2",99,"MMMMM","stable",50,50,50,11.4285714285714
"FK",2021,28,17.5,"BRTE",2,"2","2",99,"MMMMM","stable",50,50,50,11.4285714285714
"FK",2021,29,35.25,"BRAR",2,"2","2",0,"MMMMM","stable",50,50,50,5.67375886524823
"FK",2021,29,35.25,"BRTE",0,"2","2",0,"MMMMM","stable",50,50,50,0
"FK",2021,30,35.5,"BRAR",5,"2","2",25,"MMMMM","stable",50,50,50,14.0845070422535
"FK",2021,30,35.5,"BRTE",1,"2","2",25,"MMMMM","stable",50,50,50,2.8169014084507
"FK",2021,31,23,"BRAR",2,"2","3",99,"HHMMM","heavy",70,70,50,8.69565217391304
"FK",2021,31,23,"BRTE",1,"2","3",99,"HHMMM","heavy",70,70,50,4.34782608695652
"FK",2021,32,23.5,"BRAR",4,"2","3",25,"HHMMM","heavy",70,70,50,17.0212765957447
"FK",2021,32,23.5,"BRTE",0,"2","3",25,"HHMMM","heavy",70,70,50,0
"FK",2021,33,19.25,"BRAR",4,"2","3",75,"HHMMM","heavy",70,70,50,20.7792207792208
"FK",2021,33,19.25,"BRTE",0,"2","3",75,"HHMMM","heavy",70,70,50,0
"FK",2021,34,30.5,"BRAR",2,"2","3",0,"HHMMM","heavy",70,70,50,6.55737704918033
"FK",2021,34,30.5,"BRTE",0,"2","3",0,"HHMMM","heavy",70,70,50,0
"FK",2021,35,20.5,"BRAR",14,"2","3",50,"HHMMM","heavy",70,70,50,68.2926829268293
"FK",2021,35,20.5,"BRTE",0,"2","3",50,"HHMMM","heavy",70,70,50,0
"FK",2021,36,36.75,"BRAR",1,"2","3",0,"HHMMM","heavy",70,70,50,2.72108843537415
"FK",2021,36,36.75,"BRTE",0,"2","3",0,"HHMMM","heavy",70,70,50,0
"FK",2021,37,49.25,"BRAR",35,"3","1",75,"MLLMM","destock",50,30,30,71.0659898477157
"FK",2021,37,49.25,"BRTE",3,"3","1",75,"MLLMM","destock",50,30,30,6.09137055837564
"FK",2021,38,39.25,"BRAR",4,"3","1",25,"MLLMM","destock",50,30,30,10.1910828025478
"FK",2021,38,39.25,"BRTE",0.25,"3","1",25,"MLLMM","destock",50,30,30,0.636942675159236
"FK",2021,39,23.25,"BRAR",0.5,"3","1",0,"MLLMM","destock",50,30,30,2.1505376344086
"FK",2021,39,23.25,"BRTE",0.25,"3","1",0,"MLLMM","destock",50,30,30,1.0752688172043
"FK",2021,40,37.25,"BRAR",0.25,"3","1",99,"MLLMM","destock",50,30,30,0.671140939597315
"FK",2021,40,37.25,"BRTE",30,"3","1",99,"MLLMM","destock",50,30,30,80.5369127516778
"FK",2021,41,37,"BRAR",0.5,"3","1",0,"MLLMM","destock",50,30,30,1.35135135135135
"FK",2021,41,37,"BRTE",0,"3","1",0,"MLLMM","destock",50,30,30,0
"FK",2021,42,26.5,"BRAR",8,"3","1",50,"MLLMM","destock",50,30,30,30.188679245283
"FK",2021,42,26.5,"BRTE",0.25,"3","1",50,"MLLMM","destock",50,30,30,0.943396226415094
"FK",2021,43,40,"BRAR",7,"3","2",0,"MMMMM","stable",50,50,50,17.5
"FK",2021,43,40,"BRTE",11,"3","2",0,"MMMMM","stable",50,50,50,27.5
"FK",2021,44,34.5,"BRAR",3,"3","2",25,"MMMMM","stable",50,50,50,8.69565217391304
"FK",2021,44,34.5,"BRTE",10,"3","2",25,"MMMMM","stable",50,50,50,28.9855072463768
"FK",2021,45,67.25,"BRAR",1,"3","2",50,"MMMMM","stable",50,50,50,1.48698884758364
"FK",2021,45,67.25,"BRTE",60,"3","2",50,"MMMMM","stable",50,50,50,89.2193308550186
"FK",2021,46,29.75,"BRAR",20,"3","2",75,"MMMMM","stable",50,50,50,67.2268907563025
"FK",2021,46,29.75,"BRTE",0.5,"3","2",75,"MMMMM","stable",50,50,50,1.68067226890756
"FK",2021,47,13.75,"BRAR",4,"3","2",99,"MMMMM","stable",50,50,50,29.0909090909091
"FK",2021,47,13.75,"BRTE",0.25,"3","2",99,"MMMMM","stable",50,50,50,1.81818181818182
"FK",2021,48,49,"BRAR",35,"3","2",0,"MMMMM","stable",50,50,50,71.4285714285714
"FK",2021,48,49,"BRTE",0.25,"3","2",0,"MMMMM","stable",50,50,50,0.510204081632653
"FK",2021,49,23.75,"BRAR",1,"3","3",50,"HHMMM","heavy",70,70,50,4.21052631578947
"FK",2021,49,23.75,"BRTE",6,"3","3",50,"HHMMM","heavy",70,70,50,25.2631578947368
"FK",2021,50,21.25,"BRAR",4,"3","3",25,"HHMMM","heavy",70,70,50,18.8235294117647
"FK",2021,50,21.25,"BRTE",2,"3","3",25,"HHMMM","heavy",70,70,50,9.41176470588235
"FK",2021,51,11.5,"BRAR",1,"3","3",99,"HHMMM","heavy",70,70,50,8.69565217391304
"FK",2021,51,11.5,"BRTE",0,"3","3",99,"HHMMM","heavy",70,70,50,0
"FK",2021,52,38,"BRAR",7,"3","3",0,"HHMMM","heavy",70,70,50,18.4210526315789
"FK",2021,52,38,"BRTE",0.25,"3","3",0,"HHMMM","heavy",70,70,50,0.657894736842105
"FK",2021,53,27.75,"BRAR",1,"3","3",0,"HHMMM","heavy",70,70,50,3.6036036036036
"FK",2021,53,27.75,"BRTE",0,"3","3",0,"HHMMM","heavy",70,70,50,0
"FK",2021,54,16.75,"BRAR",3,"3","3",75,"HHMMM","heavy",70,70,50,17.910447761194
"FK",2021,54,16.75,"BRTE",0.25,"3","3",75,"HHMMM","heavy",70,70,50,1.49253731343284
"TB",2018,1,44.5,"BRTE",0.5,"1","2",75,"HHMMM","heavy",70,70,50,1.12359550561798
"TB",2018,1,44.5,"BRAR",0.5,"1","2",75,"HHMMM","heavy",70,70,50,1.12359550561798
"TB",2018,2,81,"BRTE",7,"1","2",99,"HHMMM","heavy",70,70,50,8.64197530864197
"TB",2018,2,81,"BRAR",0,"1","2",99,"HHMMM","heavy",70,70,50,0
"TB",2018,3,97.5,"BRTE",38,"1","2",0,"HHMMM","heavy",70,70,50,38.974358974359
"TB",2018,3,97.5,"BRAR",0,"1","2",0,"HHMMM","heavy",70,70,50,0
"TB",2018,4,75.5,"BRTE",0.5,"1","2",0,"HHMMM","heavy",70,70,50,0.662251655629139
"TB",2018,4,75.5,"BRAR",3,"1","2",0,"HHMMM","heavy",70,70,50,3.97350993377483
"TB",2018,5,71,"BRTE",6,"1","2",50,"HHMMM","heavy",70,70,50,8.45070422535211
"TB",2018,5,71,"BRAR",2,"1","2",50,"HHMMM","heavy",70,70,50,2.8169014084507
"TB",2018,6,95.5,"BRTE",30,"1","2",25,"HHMMM","heavy",70,70,50,31.413612565445
"TB",2018,6,95.5,"BRAR",2,"1","2",25,"HHMMM","heavy",70,70,50,2.09424083769634
"TB",2018,7,96,"BRTE",0.5,"1","3",0,"MLLMM","destock",50,30,30,0.520833333333333
"TB",2018,7,96,"BRAR",3,"1","3",0,"MLLMM","destock",50,30,30,3.125
"TB",2018,8,69.5,"BRTE",0,"1","3",75,"MLLMM","destock",50,30,30,0
"TB",2018,8,69.5,"BRAR",0.5,"1","3",75,"MLLMM","destock",50,30,30,0.719424460431655
"TB",2018,9,66.5,"BRTE",0,"1","3",0,"MLLMM","destock",50,30,30,0
"TB",2018,9,66.5,"BRAR",0.5,"1","3",0,"MLLMM","destock",50,30,30,0.75187969924812
"TB",2018,10,51.5,"BRTE",0.5,"1","3",99,"MLLMM","destock",50,30,30,0.970873786407767
"TB",2018,10,51.5,"BRAR",2,"1","3",99,"MLLMM","destock",50,30,30,3.88349514563107
"TB",2018,11,82.5,"BRTE",0,"1","3",50,"MLLMM","destock",50,30,30,0
"TB",2018,11,82.5,"BRAR",1,"1","3",50,"MLLMM","destock",50,30,30,1.21212121212121
"TB",2018,12,58,"BRTE",0,"1","3",25,"MLLMM","destock",50,30,30,0
"TB",2018,12,58,"BRAR",0.5,"1","3",25,"MLLMM","destock",50,30,30,0.862068965517241
"TB",2018,13,72.5,"BRTE",0.5,"1","1",50,"MMMMM","stable",50,50,50,0.689655172413793
"TB",2018,13,72.5,"BRAR",1,"1","1",50,"MMMMM","stable",50,50,50,1.37931034482759
"TB",2018,14,59,"BRTE",0.5,"1","1",75,"MMMMM","stable",50,50,50,0.847457627118644
"TB",2018,14,59,"BRAR",1,"1","1",75,"MMMMM","stable",50,50,50,1.69491525423729
"TB",2018,15,94.5,"BRTE",30,"1","1",0,"MMMMM","stable",50,50,50,31.7460317460317
"TB",2018,15,94.5,"BRAR",2,"1","1",0,"MMMMM","stable",50,50,50,2.11640211640212
"TB",2018,16,67.5,"BRTE",2,"1","1",25,"MMMMM","stable",50,50,50,2.96296296296296
"TB",2018,16,67.5,"BRAR",6,"1","1",25,"MMMMM","stable",50,50,50,8.88888888888889
"TB",2018,17,74,"BRTE",0.5,"1","1",0,"MMMMM","stable",50,50,50,0.675675675675676
"TB",2018,17,74,"BRAR",0.5,"1","1",0,"MMMMM","stable",50,50,50,0.675675675675676
"TB",2018,18,62,"BRTE",1,"1","1",99,"MMMMM","stable",50,50,50,1.61290322580645
"TB",2018,18,62,"BRAR",0.5,"1","1",99,"MMMMM","stable",50,50,50,0.806451612903226
"TB",2018,19,48.5,"BRTE",0.5,"2","2",50,"HHMMM","heavy",70,70,50,1.03092783505155
"TB",2018,19,48.5,"BRAR",0.5,"2","2",50,"HHMMM","heavy",70,70,50,1.03092783505155
"TB",2018,20,57.5,"BRTE",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2018,20,57.5,"BRAR",3,"2","2",0,"HHMMM","heavy",70,70,50,5.21739130434783
"TB",2018,21,65.5,"BRTE",0,"2","2",99,"HHMMM","heavy",70,70,50,0
"TB",2018,21,65.5,"BRAR",0.5,"2","2",99,"HHMMM","heavy",70,70,50,0.763358778625954
"TB",2018,22,61,"BRTE",0.5,"2","2",75,"HHMMM","heavy",70,70,50,0.819672131147541
"TB",2018,22,61,"BRAR",0.5,"2","2",75,"HHMMM","heavy",70,70,50,0.819672131147541
"TB",2018,23,83,"BRTE",0,"2","2",0,"HHMMM","heavy",70,70,50,0
"TB",2018,23,83,"BRAR",1,"2","2",0,"HHMMM","heavy",70,70,50,1.20481927710843
"TB",2018,24,69,"BRTE",9,"2","2",25,"HHMMM","heavy",70,70,50,13.0434782608696
"TB",2018,24,69,"BRAR",1,"2","2",25,"HHMMM","heavy",70,70,50,1.44927536231884
"TB",2018,25,52,"BRTE",0,"2","1",0,"MMMMM","stable",50,50,50,0
"TB",2018,25,52,"BRAR",0.5,"2","1",0,"MMMMM","stable",50,50,50,0.961538461538462
"TB",2018,26,73.5,"BRTE",0,"2","1",75,"MMMMM","stable",50,50,50,0
"TB",2018,26,73.5,"BRAR",0,"2","1",75,"MMMMM","stable",50,50,50,0
"TB",2018,27,48.5,"BRTE",0,"2","1",50,"MMMMM","stable",50,50,50,0
"TB",2018,27,48.5,"BRAR",0,"2","1",50,"MMMMM","stable",50,50,50,0
"TB",2018,28,72.5,"BRTE",0,"2","1",99,"MMMMM","stable",50,50,50,0
"TB",2018,28,72.5,"BRAR",0,"2","1",99,"MMMMM","stable",50,50,50,0
"TB",2018,29,64.5,"BRTE",0,"2","1",0,"MMMMM","stable",50,50,50,0
"TB",2018,29,64.5,"BRAR",0,"2","1",0,"MMMMM","stable",50,50,50,0
"TB",2018,30,60,"BRTE",0,"2","1",25,"MMMMM","stable",50,50,50,0
"TB",2018,30,60,"BRAR",0,"2","1",25,"MMMMM","stable",50,50,50,0
"TB",2018,31,66,"BRTE",0,"2","3",99,"MLLMM","destock",50,30,30,0
"TB",2018,31,66,"BRAR",0.5,"2","3",99,"MLLMM","destock",50,30,30,0.757575757575758
"TB",2018,32,63,"BRTE",0,"2","3",25,"MLLMM","destock",50,30,30,0
"TB",2018,32,63,"BRAR",0,"2","3",25,"MLLMM","destock",50,30,30,0
"TB",2018,33,75,"BRTE",0.5,"2","3",75,"MLLMM","destock",50,30,30,0.666666666666667
"TB",2018,33,75,"BRAR",2,"2","3",75,"MLLMM","destock",50,30,30,2.66666666666667
"TB",2018,34,81,"BRTE",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2018,34,81,"BRAR",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2018,35,64.5,"BRTE",0,"2","3",50,"MLLMM","destock",50,30,30,0
"TB",2018,35,64.5,"BRAR",0.5,"2","3",50,"MLLMM","destock",50,30,30,0.775193798449612
"TB",2018,36,60.5,"BRTE",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2018,36,60.5,"BRAR",0,"2","3",0,"MLLMM","destock",50,30,30,0
"TB",2018,37,73.5,"BRTE",0,"3","3",75,"MLLMM","destock",50,30,30,0
"TB",2018,37,73.5,"BRAR",1,"3","3",75,"MLLMM","destock",50,30,30,1.36054421768707
"TB",2018,38,85,"BRTE",0,"3","3",25,"MLLMM","destock",50,30,30,0
"TB",2018,38,85,"BRAR",2,"3","3",25,"MLLMM","destock",50,30,30,2.35294117647059
"TB",2018,39,77,"BRTE",0,"3","3",0,"MLLMM","destock",50,30,30,0
"TB",2018,39,77,"BRAR",0.5,"3","3",0,"MLLMM","destock",50,30,30,0.649350649350649
"TB",2018,40,78.5,"BRTE",0,"3","3",99,"MLLMM","destock",50,30,30,0
"TB",2018,40,78.5,"BRAR",16,"3","3",99,"MLLMM","destock",50,30,30,20.3821656050955
"TB",2018,41,54,"BRTE",0,"3","3",0,"MLLMM","destock",50,30,30,0
"TB",2018,41,54,"BRAR",10,"3","3",0,"MLLMM","destock",50,30,30,18.5185185185185
"TB",2018,42,59,"BRTE",0,"3","3",50,"MLLMM","destock",50,30,30,0
"TB",2018,42,59,"BRAR",0.5,"3","3",50,"MLLMM","destock",50,30,30,0.847457627118644
"TB",2018,43,76.5,"BRTE",0,"3","2",0,"HHMMM","heavy",70,70,50,0
"TB",2018,43,76.5,"BRAR",3,"3","2",0,"HHMMM","heavy",70,70,50,3.92156862745098
"TB",2018,44,80,"BRTE",7,"3","2",25,"HHMMM","heavy",70,70,50,8.75
"TB",2018,44,80,"BRAR",0,"3","2",25,"HHMMM","heavy",70,70,50,0
"TB",2018,45,44,"BRTE",0,"3","2",50,"HHMMM","heavy",70,70,50,0
"TB",2018,45,44,"BRAR",0.5,"3","2",50,"HHMMM","heavy",70,70,50,1.13636363636364
"TB",2018,46,65,"BRTE",0,"3","2",75,"HHMMM","heavy",70,70,50,0
"TB",2018,46,65,"BRAR",0.5,"3","2",75,"HHMMM","heavy",70,70,50,0.769230769230769
"TB",2018,47,61.5,"BRTE",0,"3","2",99,"HHMMM","heavy",70,70,50,0
"TB",2018,47,61.5,"BRAR",1,"3","2",99,"HHMMM","heavy",70,70,50,1.6260162601626
"TB",2018,48,47,"BRTE",0,"3","2",0,"HHMMM","heavy",70,70,50,0
"TB",2018,48,47,"BRAR",0.5,"3","2",0,"HHMMM","heavy",70,70,50,1.06382978723404
"TB",2018,49,45,"BRTE",0,"3","1",50,"MMMMM","stable",50,50,50,0
"TB",2018,49,45,"BRAR",8,"3","1",50,"MMMMM","stable",50,50,50,17.7777777777778
"TB",2018,50,50,"BRTE",0,"3","1",25,"MMMMM","stable",50,50,50,0
"TB",2018,50,50,"BRAR",3,"3","1",25,"MMMMM","stable",50,50,50,6
"TB",2018,51,43.5,"BRTE",0,"3","1",99,"MMMMM","stable",50,50,50,0
"TB",2018,51,43.5,"BRAR",7,"3","1",99,"MMMMM","stable",50,50,50,16.0919540229885
"TB",2018,52,42.5,"BRTE",0,"3","1",0,"MMMMM","stable",50,50,50,0
"TB",2018,52,42.5,"BRAR",2,"3","1",0,"MMMMM","stable",50,50,50,4.70588235294118
"TB",2018,53,40.5,"BRTE",0,"3","1",0,"MMMMM","stable",50,50,50,0
"TB",2018,53,40.5,"BRAR",4,"3","1",0,"MMMMM","stable",50,50,50,9.87654320987654
"TB",2018,54,31.5,"BRTE",0,"3","1",75,"MMMMM","stable",50,50,50,0
"TB",2018,54,31.5,"BRAR",0.5,"3","1",75,"MMMMM","stable",50,50,50,1.58730158730159
"TB",2019,1,41.25,"BRTE",3,"1","2",75,"HHMMM","heavy",70,70,50,7.27272727272727
"TB",2019,1,41.25,"BRAR",1,"1","2",75,"HHMMM","heavy",70,70,50,2.42424242424242
"TB",2019,2,50.75,"BRTE",0.5,"1","2",99,"HHMMM","heavy",70,70,50,0.985221674876847
"TB",2019,2,50.75,"BRAR",0,"1","2",99,"HHMMM","heavy",70,70,50,0
"TB",2019,3,46.5,"BRTE",0.25,"1","2",0,"HHMMM","heavy",70,70,50,0.537634408602151
"TB",2019,3,46.5,"BRAR",0.25,"1","2",0,"HHMMM","heavy",70,70,50,0.537634408602151
"TB",2019,4,57.75,"BRTE",2,"1","2",0,"HHMMM","heavy",70,70,50,3.46320346320346
"TB",2019,4,57.75,"BRAR",0.25,"1","2",0,"HHMMM","heavy",70,70,50,0.432900432900433
"TB",2019,5,70,"BRTE",20,"1","2",50,"HHMMM","heavy",70,70,50,28.5714285714286
